Credit_History,Debt_Burden,Employment_Years,Income,Loan_Amount,Down_Payment,LTV,Property_Type,Savings,Interest_Rate_Type,Marital_Status,Age,Education,Location,Recent_Credit_Activity,Will_Default
Excellent,0.6431618561570408,6,173136,198884,33304.27317829605,0.8325442309170368,Primary Residence,45715.57734975576,Fixed,Divorced,44,Bachelor,Rural,High,0
Fair,1.261392163999716,12,180470,175323,37382.4132869431,0.7867797534439686,Primary Residence,32732.929106020652,Fixed,Married,56,Masters,Suburban,High,0
Good,0.2871739161592107,14,121666,104026,30696.763061238304,0.7049125885717195,Rental,16929.533643289684,Variable,Widowed,55,High School,Suburban,Low,0
Fair,1.4095522855349183,10,194941,303683,32971.95632884937,0.8914264007901352,Vacation Home,5628.513026671034,Variable,Widowed,30,Bachelor,Rural,Moderate,0
Excellent,1.1519926445438238,13,29646,196101,9800.282709091789,0.9500243103855065,Primary Residence,46974.66675825382,Variable,Married,45,High School,Rural,Moderate,0
Excellent,1.4178681499016623,10,79671,381986,19452.033187652363,0.9490765808494229,Primary Residence,46019.026871063325,Fixed,Married,61,Masters,Suburban,High,0
Good,1.047264126973509,1,136700,325321,25820.09176258157,0.9206319550149497,Primary Residence,37160.106385318795,Variable,Widowed,65,Masters,Rural,Low,0
Fair,0.6087655047991978,1,45391,469817,19798.939500039935,0.9578581884009307,Vacation Home,46694.31499447378,Variable,Single,44,High School,Urban,High,0
Fair,1.4134536415346115,11,179894,461917,31421.89694756791,0.9319750151053805,Primary Residence,6988.02161926328,Fixed,Married,40,PhD,Suburban,Low,0
Good,0.48579348683284984,14,134059,56688,28632.281438681686,0.49491459499926466,Vacation Home,5462.492806882368,Variable,Widowed,68,Masters,Rural,Moderate,0
Fair,0.5650415308864255,16,57872,198462,12571.41174264831,0.9366558245777614,Primary Residence,9602.019719555177,Fixed,Widowed,21,Bachelor,Suburban,Moderate,0
Fair,1.0811317852024365,13,95048,403100,20889.63500214242,0.9481775365861017,Primary Residence,10774.61751980544,Fixed,Widowed,29,High School,Suburban,High,0
Excellent,1.1714428193355408,15,180412,87879,41859.79219252086,0.523665583444044,Vacation Home,41358.45612203064,Fixed,Single,58,Masters,Rural,Moderate,0
Fair,1.4011648773888155,7,101605,401513,13607.642875616693,0.9661090851962036,Vacation Home,46086.745675272505,Fixed,Single,54,Bachelor,Rural,High,0
Fair,0.3867233726786933,16,134610,82492,27714.616677159825,0.6640326737482444,Vacation Home,10779.517297872748,Variable,Married,52,Masters,Suburban,Low,0
Good,1.2171972493069136,4,134559,200743,36759.46013806928,0.8168829790425106,Primary Residence,23134.73732442327,Fixed,Single,60,Masters,Rural,High,0
Good,1.133964474755749,11,155574,176383,35105.9955041293,0.8009672388828328,Rental,22724.242874359064,Variable,Single,50,PhD,Rural,Low,0
Poor,0.189312378755037,5,117772,432272,20250.038526355016,0.9531544061925015,Rental,8893.499443486413,Variable,Single,23,PhD,Suburban,High,1
Excellent,0.6421123976942896,17,68020,151165,9603.934548205538,0.9364672076988354,Vacation Home,42667.36191944151,Variable,Single,22,High School,Urban,High,0
Fair,0.49587163988413796,4,109543,361934,24497.477043481093,0.93231507113595,Vacation Home,26124.641619394562,Fixed,Married,24,Bachelor,Rural,Low,0
Fair,0.5262865940956425,5,40971,386364,5747.635101198573,0.9851237819745148,Rental,28311.934530898074,Fixed,Single,36,Bachelor,Urban,Moderate,0
Poor,1.4761256313765811,8,26037,77574,4493.315327416547,0.9420770447905671,Rental,12921.3982975682,Fixed,Married,68,Bachelor,Urban,Low,1
Fair,0.999888378871899,14,127596,121261,21801.90585136137,0.8202067783429019,Vacation Home,27957.926643436003,Variable,Married,32,Masters,Urban,High,0
Excellent,1.1047466209108994,9,178433,455065,46056.384921646095,0.8987916343343344,Vacation Home,39626.99473915821,Fixed,Single,20,Masters,Urban,Moderate,0
Poor,1.4672646922410129,16,34466,494543,8625.471957471591,0.9825587017560221,Vacation Home,15246.575850049454,Fixed,Single,64,High School,Rural,Low,1
Excellent,0.628082495440694,18,29627,277401,6189.248249320143,0.9776884429064058,Rental,5664.758512002399,Fixed,Married,58,High School,Urban,Low,0
Poor,1.2225762358339283,11,172665,170283,26370.97131965046,0.845134444896728,Rental,29202.008513393364,Variable,Married,63,Masters,Suburban,Moderate,1
Poor,0.7083433486262934,8,71697,212243,10211.824942865165,0.9518861637704651,Rental,31791.529436627854,Fixed,Married,42,Masters,Rural,Moderate,0
Good,1.3173471405409716,14,43149,149789,8325.071235679676,0.9444213444533333,Vacation Home,10103.202484865664,Variable,Widowed,60,Bachelor,Rural,Low,0
Excellent,0.35292055783582443,13,36737,213723,7048.6520616443995,0.967019684069359,Primary Residence,12415.232638404234,Fixed,Single,69,Masters,Urban,Low,0
Fair,1.4267606478899915,0,87854,449797,25875.257089246523,0.942473477837232,Rental,7653.4435517688735,Fixed,Widowed,44,Bachelor,Rural,High,0
Fair,0.40628039177523156,16,196559,245839,39930.68749414725,0.8375738288304653,Primary Residence,46069.07404226466,Variable,Widowed,50,High School,Urban,Low,0
Excellent,0.5567087097733041,0,45314,234767,14254.293077257513,0.9392832336859204,Primary Residence,10650.600199486587,Variable,Single,32,Masters,Urban,Moderate,0
Fair,1.1586691277494927,12,55287,186293,11953.898814787079,0.9358328073798421,Rental,531.9056470431071,Fixed,Divorced,20,Masters,Rural,Low,0
Fair,0.6512571981915694,7,181523,173438,40609.63256224979,0.765855045824734,Rental,42007.64082634694,Variable,Widowed,53,Bachelor,Suburban,Moderate,0
Excellent,0.9514959274730252,12,90963,102900,9852.740586261238,0.904249362621368,Rental,40161.37334033519,Variable,Single,48,High School,Rural,High,0
Poor,0.7224029014971999,15,188443,141081,31406.1080725634,0.7773895274873059,Vacation Home,22826.748632831983,Fixed,Widowed,50,PhD,Rural,Moderate,0
Excellent,1.1393179119256946,1,175702,262735,39759.437100585965,0.8486709532396295,Primary Residence,39858.11764770777,Variable,Single,27,Masters,Rural,Moderate,0
Poor,0.4196637533160552,12,53667,186104,18216.103541155833,0.9021186887914509,Primary Residence,22480.835136398007,Variable,Married,21,Bachelor,Suburban,Moderate,1
Fair,0.1818411821316278,17,112214,482410,13910.507224202644,0.9711645545817819,Primary Residence,11225.724043158214,Variable,Widowed,31,Masters,Rural,Low,0
Fair,0.5199011564622927,2,45099,86777,9080.788817754808,0.8953548887636724,Primary Residence,21302.727856955535,Fixed,Widowed,52,PhD,Rural,Low,0
Fair,0.7640321308158023,12,117170,261703,15936.183912233613,0.9391058416898789,Vacation Home,24343.71472504771,Fixed,Widowed,49,PhD,Rural,Low,0
Good,0.33522807306975,18,97604,202779,16199.955422349594,0.920110290403101,Rental,450.1706794005578,Fixed,Single,60,High School,Rural,Moderate,0
Poor,0.5967162055189441,12,102635,172965,11022.780213143702,0.9362716144124897,Rental,5666.475657272074,Fixed,Divorced,46,Bachelor,Rural,Low,1
Good,0.6599762256109959,18,189170,268435,37241.80062534882,0.861263245756519,Vacation Home,43738.254941058665,Fixed,Married,44,PhD,Suburban,Low,0
Good,0.18034858116358296,3,178945,211692,34866.56213644849,0.8352957970237492,Rental,19621.27133023404,Fixed,Divorced,57,Bachelor,Rural,Moderate,0
Excellent,0.9166301474578863,18,174630,252915,33942.96600347083,0.8657929897259126,Primary Residence,16573.35860070625,Fixed,Widowed,69,Bachelor,Rural,Moderate,0
Good,1.3380807991598025,17,50518,177852,8640.326772879991,0.9514184447018871,Vacation Home,44417.82700891626,Fixed,Single,52,High School,Urban,Low,0
Excellent,0.3124400781342734,5,72763,479112,17727.154501877474,0.9629999780805375,Vacation Home,7728.483314452239,Fixed,Widowed,57,PhD,Rural,Low,0
Excellent,0.9369312187621196,18,79172,87069,24406.704073186527,0.7196854899770696,Primary Residence,10849.365389138504,Fixed,Widowed,35,Bachelor,Urban,Low,0
Good,1.0306348868751847,3,154822,295036,24920.565173126997,0.9155338156254593,Vacation Home,41397.52625376955,Variable,Divorced,51,High School,Rural,High,0
Poor,0.6870685525870036,3,162953,439910,28388.05854749075,0.9354684854913715,Primary Residence,13982.73393179011,Variable,Widowed,43,Masters,Rural,Low,0
Poor,1.0815366223099778,6,170678,443149,34782.57424941804,0.9215104304660102,Vacation Home,31661.61303346065,Fixed,Single,21,Masters,Rural,Moderate,1
Poor,0.6750241608874168,6,36819,160549,6023.646610415386,0.9624809459391501,Rental,36978.58290255643,Variable,Married,21,PhD,Urban,Low,0
Poor,0.8064922031684088,15,112013,170097,20819.496304784305,0.8776022134147908,Primary Residence,11136.014835028762,Fixed,Divorced,39,Bachelor,Suburban,High,0
Poor,0.11029426237619777,15,179827,395010,29403.245168828373,0.9255632891095711,Rental,12670.390962693435,Variable,Single,46,Masters,Suburban,High,0
Good,1.0684081597885644,4,45811,298968,6883.546406323863,0.9769756415190795,Vacation Home,25814.754807054986,Fixed,Widowed,41,Masters,Suburban,High,0
Good,1.0258797505226143,14,57697,109337,9310.80803371529,0.9148430262974538,Vacation Home,39610.68525110215,Fixed,Married,58,Masters,Rural,Low,0
Fair,0.15376122825688238,3,81196,118976,17333.24479905497,0.8543130984479645,Vacation Home,27718.87681235502,Variable,Married,67,PhD,Suburban,Moderate,0
Poor,0.6155501503531863,12,133100,51545,22082.69014595468,0.5715842439430657,Vacation Home,3366.820147036226,Variable,Married,38,Bachelor,Suburban,Moderate,0
Good,1.4706445771083343,18,169416,180867,38345.00821798799,0.7879933419695799,Vacation Home,17541.858971689817,Variable,Single,26,Bachelor,Urban,Low,0
Fair,0.6890311875960634,6,40656,226684,1807.6869466049875,0.9920255203428342,Rental,16531.893640640006,Fixed,Married,22,PhD,Suburban,Low,0
Poor,0.8027235671845784,11,177454,364803,43261.71191142094,0.8814107561850617,Primary Residence,40380.09532176145,Fixed,Single,69,High School,Rural,Low,0
Excellent,1.373902221423606,8,182103,474696,32331.97187546202,0.9318890998123809,Vacation Home,14483.182401291939,Variable,Divorced,53,PhD,Rural,Low,0
Fair,1.104166626212059,16,80574,344941,23326.205444408803,0.9323762456640156,Vacation Home,45060.87264272077,Fixed,Single,60,PhD,Rural,Moderate,0
Good,0.914898183573913,1,77529,289039,11756.247841315337,0.9593264305463438,Vacation Home,16749.210287320708,Variable,Widowed,42,Masters,Urban,High,0
Excellent,1.2169265538775016,15,152566,146480,34666.05900882647,0.7633393022335713,Rental,9705.40982212521,Fixed,Single,24,High School,Rural,High,0
Excellent,1.3101127730383626,6,169435,471552,32062.752546415948,0.932005902750034,Vacation Home,26996.99545676852,Variable,Single,62,High School,Urban,Moderate,0
Excellent,0.7396433004321735,17,172884,414127,34979.74283621679,0.9155337786808955,Vacation Home,19319.364312478243,Fixed,Widowed,22,PhD,Rural,Low,0
Fair,0.7651517109045695,6,171509,261372,37310.981140258154,0.8572495097399181,Vacation Home,32379.516737427704,Fixed,Divorced,43,Masters,Rural,Low,0
Good,0.6404713099125701,0,126741,107872,23680.3892493241,0.7804769611268532,Primary Residence,45785.64725547899,Fixed,Single,46,PhD,Urban,Moderate,0
Excellent,1.4533885960258448,2,116060,115661,13695.349135188399,0.8815906041345968,Primary Residence,47038.76993567546,Variable,Widowed,53,High School,Suburban,Moderate,0
Poor,1.0760327560064906,10,27160,349820,2252.1037615783534,0.9935621069076144,Vacation Home,11368.229862153163,Variable,Widowed,62,Bachelor,Urban,High,0
Excellent,0.2165122926913012,14,192415,209504,35955.40025043135,0.8283784545859203,Primary Residence,8113.564049145711,Variable,Divorced,40,Masters,Urban,Moderate,0
Excellent,1.308143472638226,2,43593,449858,17361.239007877764,0.9614072907275679,Vacation Home,46997.853451483556,Variable,Divorced,31,Masters,Rural,Low,0
Fair,0.7727839171707752,12,151356,495626,30035.137255102873,0.9393995931304999,Vacation Home,40621.3903755413,Fixed,Widowed,51,Masters,Urban,Moderate,0
Fair,0.19625546899148244,3,199155,222685,40684.04675100049,0.8173022576689023,Primary Residence,13083.799636517202,Variable,Divorced,66,PhD,Urban,Moderate,0
Good,0.8696041572286354,7,188923,147651,37206.507428392135,0.7480104609627288,Primary Residence,40247.71917963941,Variable,Widowed,68,Bachelor,Rural,Moderate,0
Poor,0.6840299905659828,3,40378,177113,9165.210796033154,0.948252184785797,Vacation Home,37052.73048236266,Fixed,Divorced,41,High School,Rural,Low,0
Fair,1.3288491668076747,17,159563,140061,25723.71128092632,0.816339228757996,Primary Residence,12678.099938466836,Fixed,Widowed,53,Bachelor,Suburban,Low,0
Excellent,0.3855924450531423,6,85500,227488,13664.750297248138,0.9399319951063435,Primary Residence,45289.21781935173,Variable,Married,42,High School,Urban,High,0
Good,1.257050453289056,10,86436,419380,20599.85650326987,0.9508802124486865,Primary Residence,16090.232242506225,Variable,Divorced,20,Bachelor,Suburban,Moderate,0
Excellent,0.8807641676596337,3,21459,494629,3175.761508361513,0.9935795080588451,Rental,24008.95397336369,Variable,Married,23,Bachelor,Suburban,Low,0
Excellent,0.17645442449885668,12,164752,483937,32443.894193281205,0.9329584342728885,Rental,30463.07667008305,Fixed,Widowed,36,Masters,Suburban,High,0
Fair,1.4605834218556786,8,39305,205938,7760.03869644119,0.9623185682271306,Rental,9563.162706961803,Fixed,Divorced,45,Bachelor,Rural,Low,0
Good,0.8176613417444798,8,186373,126719,40715.05702842155,0.6786980876709763,Rental,30564.400484402915,Variable,Divorced,50,Bachelor,Urban,High,0
Poor,0.5072275959242155,18,183764,242057,33548.64523833326,0.86140187956418,Rental,35313.59875043006,Variable,Married,58,High School,Suburban,Moderate,0
Poor,0.7571695787849613,2,190419,388449,38583.42172692344,0.9006731341130407,Vacation Home,5077.354317008476,Variable,Married,56,High School,Rural,High,0
Fair,1.3010008969244846,11,168261,192003,22885.966073245967,0.8808041224707636,Primary Residence,18967.41778453071,Variable,Single,59,Bachelor,Rural,Moderate,0
Fair,0.5268643741390889,10,158667,199149,23674.199869128122,0.8811231797843417,Rental,30602.979928617922,Fixed,Married,52,Masters,Urban,Moderate,0
Good,0.36974695508138045,19,84370,285263,15630.66489633793,0.9452061259387374,Primary Residence,46310.844458451924,Fixed,Widowed,47,Masters,Suburban,Moderate,0
Poor,0.280699745703234,10,21921,497012,-1142.0404663231157,1.002297812661109,Vacation Home,44549.173807750725,Variable,Widowed,29,High School,Rural,Moderate,1
Poor,0.5170031577462957,16,123276,75895,29571.54765961291,0.6103623735474945,Primary Residence,8483.365763563288,Variable,Married,55,PhD,Suburban,High,0
Poor,1.192067321856061,13,22387,249429,-863.1326475878413,1.0034604342221147,Primary Residence,30525.394763641416,Fixed,Married,65,High School,Urban,High,0
Excellent,0.7602769112733663,15,96266,364958,18614.296782353944,0.9489960576769,Vacation Home,4900.89162700752,Fixed,Widowed,28,Masters,Suburban,Low,0
Poor,0.418474245170956,9,100366,147272,24085.340705639966,0.8364567554888915,Vacation Home,14693.9445742302,Variable,Single,45,PhD,Rural,High,0
Excellent,0.33265899945364885,3,24825,130290,7431.360788019172,0.9429629228028308,Primary Residence,29863.513106200186,Fixed,Single,68,High School,Suburban,Moderate,0
Good,0.5658212671145307,9,25282,360937,2332.729894932112,0.9935370164462715,Primary Residence,4068.2375749311827,Fixed,Divorced,65,High School,Rural,Low,0
Excellent,1.4158941220399923,19,164941,244920,31038.745004478387,0.873269863610655,Vacation Home,44443.10302307871,Fixed,Widowed,53,PhD,Suburban,High,0
Good,0.5802373976260341,11,35451,131754,9463.632170026583,0.92817195553815,Rental,41449.43252674181,Fixed,Divorced,33,High School,Urban,Moderate,0
Poor,1.4833737063364896,8,168977,356333,37829.82589529974,0.8938357494385877,Rental,23669.498625053497,Variable,Single,60,Masters,Urban,Low,1
Poor,0.7793226380714986,14,153770,366490,38238.675966761184,0.8956624301706426,Rental,24587.712751292573,Fixed,Married,45,PhD,Rural,High,0
Good,0.3508294856062112,8,171068,313539,38239.60678436038,0.8780387550372988,Rental,44068.14393878341,Variable,Single,56,Masters,Urban,Low,0
Fair,1.3475961285109133,6,167964,233191,37019.703089468836,0.841247290463745,Primary Residence,2521.8675912903723,Fixed,Single,50,Bachelor,Urban,High,0
Good,0.7444975223887575,11,68068,53961,15326.637711733687,0.7159682416609461,Rental,7194.045984397129,Fixed,Single,66,High School,Suburban,High,0
Fair,1.0935398809063341,19,91726,85382,18949.494044881863,0.778062190568482,Rental,15400.219779339324,Variable,Single,57,Bachelor,Suburban,Low,0
Excellent,1.4771962164928125,13,98702,294429,17885.848584694915,0.9392524221978986,Vacation Home,18219.213529281387,Fixed,Widowed,67,Bachelor,Suburban,Low,0
Excellent,0.1702454904479636,15,135962,400934,29684.671033142014,0.925961203008121,Vacation Home,49372.338879752584,Variable,Widowed,62,Bachelor,Suburban,Low,0
Excellent,0.23537238370259397,18,180761,330072,34969.943186961595,0.8940535907712209,Vacation Home,7373.094259628665,Variable,Widowed,47,High School,Suburban,Moderate,0
Poor,1.1086394380478586,2,51604,284601,13803.218672402583,0.9514997534358537,Vacation Home,15155.19403500709,Fixed,Single,60,PhD,Urban,Moderate,0
Excellent,0.49455500461366075,10,134751,324237,30561.979311974756,0.9057418514482469,Primary Residence,41397.49641786537,Variable,Divorced,63,Masters,Urban,Low,0
Fair,0.35802195573013873,19,89457,261310,20242.5348159252,0.9225344042863832,Primary Residence,39217.734099705405,Variable,Married,59,High School,Rural,High,0
Excellent,0.1551066317476213,18,114527,226529,19794.03909040769,0.9126202866281682,Primary Residence,32740.8355113782,Fixed,Divorced,36,Masters,Suburban,Low,0
Good,0.13058539678068254,7,168315,141892,33221.57672186227,0.7658671614899905,Rental,16427.587147226284,Variable,Widowed,31,PhD,Rural,Moderate,0
Good,1.1842798443677072,19,63787,189058,18176.669225493788,0.9038566512631373,Rental,5888.845920320734,Fixed,Widowed,46,High School,Suburban,Low,0
Poor,0.28820679831736995,7,185387,338870,28542.842399471054,0.915770524391445,Primary Residence,49177.32723986127,Variable,Widowed,20,Masters,Suburban,Low,0
